51307621293,ecg,256,139
51307628253,ddf,8,219
51307632272,dbe,54,75
51307652377,efc,64,174
51307661631,dda,178,104
51307672432,gcb,15,252
51307726096,aaf,154,309
51307755502,gaa,210,123
51307760315,eed,222,334
51307777602,ggg,295,116
51307810511,ade,242,94
51307824731,aga,69,151
51307878238,geg,276,138
51307913275,dde,142,370
51307953697,dfb,72,60
51307961386,aef,91,212
51307971299,ccb,65,60
51308003951,fef,122,223
51308006621,dba,247,214
51308015085,dee,45,205
51308018551,dec,35,67
51308047180,ead,149,274
51308054596,ccf,107,22
51308056558,ccc,106,82
51308116372,dab,188,119
51308119211,gab,23,81
51308143499,bgf,5,90
51308153604,bgb,296,164
51308156623,dfg,137,107
51308160029,fcg,110,83
51308185855,abc,247,194
51308204680,bcb,56,43
51308214354,bad,4,101
51308222037,dbd,158,177
51308241699,cec,183,249
51308249860,efe,117,18
51308266401,gbc,32,86
51308280368,edg,248,174
51308280869,deb,225,89
51308285331,dbd,225,196
51308296330,edc,67,19
51308297318,fcc,211,234
51308301692,cgf,15,28
51308309850,gbg,84,7
51308320804,daf,139,256
51308330161,gca,250,162
51308333674,fce,77,128
51308334531,cfd,65,57
51308337640,gdf,40,256
51308341856,gfa,254,167
51308349266,dbb,182,266
51308350275,gda,93,198
51308360785,ggc,12,157
51308362679,agb,2,230
51308367661,aeg,37,300
51308368599,cfe,290,160
51308399648,fgb,188,80
51308402276,ffd,60,95
51308483280,eda,209,36
51308483380,beg,7,181
51308483782,dgg,77,180
51308493920,egb,263,131
51308501176,dgd,25,118
51308507354,fbc,287,77
51308508873,ffc,133,111
51308513169,gcc,64,114
51308522111,gfe,52,341
51308532198,daa,30,75
51308550623,agd,249,41
51308560063,bae,194,293
51308569620,fff,153,16
51308580310,bca,102,16
51308588427,bag,13,198
51308597118,dgb,62,212
51308600579,bbg,16,249
51308615038,cbd,208,247
51308627188,gbc,148,76
51308637624,dbd,78,156
51308641859,bac,68,89
51308648748,afg,137,289
51308658048,bcd,90,196
51308681063,fdb,52,104
51308693534,gbg,126,8
51308706990,fbb,69,182
51308724691,bge,135,146
51308736725,gaf,170,41
51308772551,eaa,6,155
51308783560,gea,93,100
51308795074,dcb,14,174
51308796086,geb,47,181
51308807288,caa,126,269
51308810016,gbf,267,10
51308838771,fad,282,216
51308849182,cdc,82,262
51308856948,cge,110,204
51308857190,gef,298,240
51308863306,dag,101,105
51308881768,aga,280,123
51308882743,ega,193,29
51308889956,cea,121,184
51308904651,gcf,268,57
51308932913,acb,183,204
51308941779,cgd,19,53
51308942434,gad,141,185
51308957111,aca,262,124
51308960871,bbf,131,101
51308970543,cbb,223,38
51309011801,abg,151,112
51309013047,abb,277,250
51309014299,cdg,97,227
51309024585,eef,50,160
51309082233,dfb,253,63
51309083009,ede,98,63
51309084989,edf,49,177
51309086866,cff,32,208
51309095230,aeg,88,345
51309106257,bgc,178,42
51309119529,fde,226,33
51309132719,ffa,241,269
51309140858,egf,214,121
51309141023,gcd,247,297
51309152461,bbe,204,279
51309188240,bdb,34,71
51309216950,ebd,275,83
51309237815,fbf,161,137
51309253622,fed,180,213
51309263262,ege,260,15
51309267145,fag,164,125
51309275203,fdd,258,118
51309280528,cde,239,245
51309307133,aee,221,105
51309317747,edf,228,157
51309324783,afa,175,64
51309326607,acd,19,151
51309350145,gfc,256,77
51309380984,efd,291,195
51309382115,fae,199,108
51309384873,aad,26,29
51309403755,gce,259,277
51309405930,geg,177,126
51309415117,feb,281,288
51309417684,aba,278,62
51309447245,dfd,163,9
51309465457,gde,255,283
51309467426,cce,66,271
51309492241,gfa,260,141
51309493903,ebb,184,80
51309496577,aaf,11,284
51309502192,gfg,179,130
51309509930,cgc,248,141
51309544443,gdc,47,165
51309550113,aaa,38,115
51309559946,ece,276,135
51309571692,bga,239,223
51309614346,cfb,272,161
51309618621,fdg,5,120
51309627751,ebd,299,78
51309634672,bbb,91,111
51309637008,fee,239,142
51309644943,dge,89,167
51309653489,dad,293,50
51309658228,gdg,266,224
51309676960,gge,231,18
51309689800,gdb,78,253
51309694139,gfe,54,317
51309710143,aac,85,139
51309715422,gee,227,196
51309715796,ggb,132,109
51309726752,fbb,183,158
51309741113,fcb,181,242
51309751525,cgb,7,71
51309756794,fea,235,184
51309762298,cbg,290,161
51309788331,bfe,216,181
51309789205,dcd,58,34
51309790879,dfa,235,166
51309818678,efb,74,19
51309834700,bbd,287,230
51309835065,fae,253,92
51309863080,baf,189,101
51309869347,agf,3,150
51309874145,cgg,9,162
51309893971,gac,286,243
51309899629,ffg,241,218
51309920264,dga,105,289
51309929067,ecb,141,65
51309935198,dcf,121,230
51309939455,dcb,158,156
51309943692,eff,15,193
51309960070,fdf,291,29
51309960963,eab,133,143
51309963163,bce,275,66
51309963220,dce,58,39
51309963974,edb,40,17
51309974719,egd,274,206
51309997218,bde,126,61
51310001713,geg,15,131
51310006612,ddb,236,94
51310008895,dcb,21,180
51310033867,dac,18,196
51310042456,cgb,293,66
51310091575,bgd,107,13
51310106514,ceb,118,261
51310128581,efb,267,19
51310129484,ecc,85,87
51310129638,dge,107,177
51310155841,ecd,187,207
51310160601,eea,290,88
51310186780,cab,150,139
51310218242,fdd,293,139
51310243984,dgc,62,204
51310250082,feg,71,68
51310266300,gdc,44,174
51310268521,dea,5,313
51310286717,cde,236,279
51310298059,fcg,272,73
51310305327,efg,222,174
51310329581,dad,221,45
51310343568,bfb,225,268
51310357923,ece,115,141
51310407849,fab,133,240
51310420665,bbe,12,223
51310420748,egg,296,288
51310459107,acb,220,230
51310462812,fac,100,271
51310471572,bag,169,235
51310489617,bdg,71,133
51310491599,ega,256,26
51310517122,bec,236,180
51310519541,egb,31,121
51310547078,eaa,244,127
51310566012,eeb,248,238
51310586369,adb,90,108
51310591947,ede,146,61
51310663866,fdc,166,83
51310678481,bfc,159,292
51310686567,dab,254,134
51310701102,gfg,52,106
51310707822,fdd,74,127
51310713065,cdf,46,242
51310730631,bfd,40,101
51310751704,dca,80,153
51310758402,gbc,5,63
51310763629,bbg,157,199
51310778545,dga,3,271
51310782614,cac,172,242
51310792482,gbd,228,94
51310821107,aad,150,34
51310825514,ddd,56,86
51310826587,ffb,237,202
51310828536,cbe,158,240
51310852057,dfc,73,287
51310907296,bgb,297,182
51310937175,eec,66,413
51310937528,dec,139,54
51310958751,acc,241,271
51310979448,edf,23,153
51311005108,dce,13,40
51311017375,caf,284,296
51311048416,cff,223,176
51311070888,bfg,290,114
51311085557,cae,240,90
51311096538,faf,272,159
51311137135,eca,4,83
51311206046,gea,212,113
51311206051,gec,221,206
51311211548,ecg,34,113
51311264196,daa,287,60
51311273180,ecf,71,252
51311288202,gca,207,173
51311317025,ddd,207,69
51311337016,ead,280,219
51311338182,bcb,122,36
51311365197,cfc,88,183
51311392824,ddd,256,55
51311440916,eed,92,283
51311449464,dae,280,103
51311478582,gac,206,238
51311493608,ded,254,300
51311545219,cae,202,73
51311565906,bef,264,203
51311590737,efe,145,14
51311607163,ddb,273,98
51311619246,dcc,261,265
51311632157,gbg,221,7
51311637158,ddc,58,53
51311669816,dfe,214,61
51311694032,fda,144,88
51311696518,fba,125,234
51311722122,fcb,269,261
51311725497,ebe,61,285
51311732061,daa,172,50
51311739296,gge,161,16
51311741324,bfa,8,208
51311759666,ecc,290,100
51311785822,eac,120,78
51311800498,gcd,178,255
51311809696,bca,243,18
51311835524,acg,13,308
51311835768,cff,10,170
51311867059,ede,71,57
51311892888,afe,18,119
51311950492,acd,285,123
51311963781,efa,16,124
51311964742,ddf,90,258
51311972010,fge,88,132
51311975499,bfb,104,265
51311982326,gdd,14,53
51311998487,cda,226,172
51312001607,cdg,147,249
51312009068,cca,2,143
51312015764,gbb,157,114
51312017218,gcd,212,267
51312018481,fdb,254,121
51312072092,aab,246,76
51312076485,bba,18,155
51312079267,cfa,79,64
51312079795,cea,205,171
51312085467,fea,61,149
51312095516,cdd,195,92
51312104390,gcf,146,50
51312124815,bcc,274,54
51312126079,bgd,265,12
51312126366,cgd,226,49
51312152739,aeg,199,338
51312160330,fcd,184,90
51312178596,fdg,233,126
51312199021,bfe,97,148
51312207226,cfc,229,164
51312207613,dbb,65,300
51312239160,fdc,34,69
51312250083,dgc,291,175
51312254445,bff,89,124
51312262608,bgg,61,251
51312296184,eeb,111,223
51312298424,ggd,218,56
51312327734,abd,63,231
51312331304,adc,101,28
51312333019,ccg,24,65
51312367975,cgd,248,56
51312368016,aca,53,136
51312370318,bgc,250,44
51312375085,abe,53,64
51312376489,edf,183,153
51312396624,add,85,28
51312405326,bda,67,249
51312423357,cbc,24,191
51312432691,dca,230,125
51312453751,cbf,15,222
51312460271,baa,90,126
51312471245,fce,198,116
51312489424,cfd,295,58
51312547183,dgd,248,125
51312557077,dag,272,88
51312582273,agg,85,5
51312583589,aaa,12,120
51312598913,bdc,264,20
51312608156,ebb,206,89
51312611715,cfe,96,190
51312622812,dga,167,265
51312623395,fcf,135,6
51312628867,ace,160,196
51312650969,bcg,265,71
51312672414,bdg,126,155
51312690238,gdf,131,222
51312693730,cac,91,200
51312726321,cgf,203,33
51312769959,gcg,157,292
51312771812,aae,192,223
51312783977,daf,225,276
51312785060,cag,251,88
51312798169,edd,217,65
51312820773,fgf,55,50
51312828858,eag,75,18
51312840784,aea,213,287
51312879450,cge,265,189
51312882344,edb,199,15
51312884228,egc,231,5
51312893814,adf,109,7
51312920643,fef,55,205
51312930016,gec,164,232
51312935589,fbg,213,286
51312960418,eba,197,172
51312999769,gdc,276,207
51313004348,deb,87,80
51313012223,cef,178,30
51313014512,ebc,48,160
51313022824,eef,175,147
51313030841,afg,243,291
51313033811,ege,186,13
51313040547,gfd,177,28
51313041687,feg,38,61
51313044463,dea,231,275
51313058453,fbf,177,145
51313058787,aff,172,172
51313081516,eag,142,17
51313095318,gaf,297,43
51313117757,bdf,288,138
51313134593,ccf,179,19
51313135965,cgb,115,55
51313155612,fda,277,99
51313162641,dde,233,362
51313172435,abf,296,155
51313176208,dce,216,33
51313195668,aba,67,59
51313215538,ebf,232,297
51313217238,ggf,139,83
51313234846,bae,77,325
51313238727,bbb,237,118
51313243627,abf,114,125
51313282916,fbb,291,186
51313288921,adb,242,128
51313295157,geb,125,197
51313327715,bdd,41,69
51313338699,bdg,48,172
51313340538,fcd,193,106
51313368097,aag,101,205
51313383025,fab,179,273
51313415094,agd,199,41
51313421686,cfg,260,20
51313434937,gef,233,201
51313443050,gde,290,249
51313456427,cda,177,194
51313462015,gff,180,86
51313488751,dgb,104,241
51313506513,ffg,140,215
51313552057,ggg,204,103
51313560277,eaf,227,292
51313562612,fga,203,210
51313577779,gaf,195,39
51313584111,dbe,292,80
51313595984,gbf,47,11
51313597424,aeg,93,402
51313639364,eeg,131,175
51313644715,fdd,133,135
51313648788,eff,52,165
51313658802,bdf,224,129
51313662581,ggg,233,116
51313663860,fbd,34,180
51313665140,gee,122,160
51313688451,cee,157,260
51313691175,ecd,149,213
51313702884,ccd,85,262
51313705121,ffc,32,118
51313708505,abe,230,51
51313710426,cab,289,123
51313722692,cbg,134,152
51313734369,dgf,246,142
51313752628,bdg,100,172
51313766061,gcf,182,42
51313771715,dad,15,47
51313784383,eca,238,87
51313788749,deg,69,164
51313846082,gdf,132,246
51313862094,bed,198,151
51313889268,aef,181,248
51313925806,aeb,111,241
51313942686,aec,120,137
51313989266,cdb,299,223
51313999405,adg,227,263
51314015837,bbc,84,78
51314017425,bab,33,101
51314018493,acf,169,161
51314024203,dec,20,57
51314027392,ged,158,156
51314047983,aed,177,180
51314072034,gge,175,16
51314073174,dbg,48,314
51314079814,age,270,21
51314085263,gdd,120,62
51314091418,def,133,158
51314095268,dbc,206,213
51314097204,abg,191,118
51314101236,bfb,152,272
51314108835,dfa,293,141
51314111169,ded,5,282
51314126190,bga,290,218
51314129485,fab,99,262
51314142566,dbf,131,303
51314147885,gba,132,147
51314153900,cfa,160,53
51314164982,ega,91,24
51314177043,gae,247,120
51314191280,afb,253,116
51314215157,egd,47,185
51314216867,dda,133,109
51314224783,gga,92,98
51314236469,gaa,140,114
51314241358,ege,162,10
51314298627,ceb,163,300
51314298972,bdb,121,71
51314315680,gab,205,85
51314347024,fdd,67,113
51314349399,bee,129,241
51314360197,bgb,12,165
51314362087,gce,150,254
51314375371,aeb,3,274
51314377444,fca,65,24
51314385243,gca,135,164
51314389232,bcd,260,211
51314397994,fgb,178,69
51314401093,ffd,219,82
51314402000,bcg,154,68
51314418330,fdb,109,110
51314423446,ggc,237,144
51314435007,ada,204,85
51314448742,egd,193,192
51314455363,dba,216,181
51314460330,fbe,226,157
51314466391,aeg,57,381
51314486993,afe,70,117
51314515067,fde,147,30
51314546737,edg,53,140
51314568460,ecf,233,279
51314570721,age,204,23
51314574784,eab,80,148
51314579433,baa,33,128
51314588058,gbe,260,21
51314591593,dfd,64,8
51314613052,fgc,195,52
51314626052,acd,86,126
51314632503,gdb,140,237
51314672988,aad,72,30
51314681400,ega,33,22
51314706105,cfg,142,22
51314737600,gbg,244,7
51314750623,fbg,159,291
51314772253,cgg,3,129
51314871860,cbd,146,264
51314894543,ddf,107,255
51314920645,ade,23,82
51315017280,beg,35,162
51315031890,bgc,85,35
51315037165,ecd,151,189
51315053076,cdb,297,200
51315060908,gbg,207,7
51315076297,gdd,265,68
51315083509,fbg,79,302
51315086779,aag,195,184
51315100670,gfb,106,412
51315106123,ddb,174,88
51315138405,afc,47,54
51315159313,baa,52,142
51315162052,ebe,149,242
51315169639,bgf,60,90
51315181671,edc,288,18
51315191336,eab,296,174
51315195776,dda,34,94
51315199651,eee,148,219
51315239636,cgg,69,118
51315259506,bcb,187,29
51315261449,bea,289,42
51315263985,cgc,44,145
51315281163,ccc,125,82
51315284373,ffe,273,127
51315298156,ead,261,197
51315310814,fff,14,17
51315408675,agc,63,244
51315439835,gdd,4,63
51315442392,fgd,177,289
51315449980,dcb,162,185
51315450308,gcc,200,118
51315493990,dff,87,222
51315516668,bca,105,18
51315532532,agd,110,37
51315532590,ecf,112,248
51315532744,cge,66,211
51315535834,gag,206,121
51315540137,beg,135,152
51315547389,faa,10,60
51315556351,feb,194,233
51315569448,faa,90,61
51315590558,baf,295,84
51315605501,fad,25,250
51315613773,cba,90,160
51315628287,cgd,47,57
51315629635,cab,46,103
51315661006,ddg,261,207
51315674380,dag,46,85
51315677591,gag,207,123
51315736224,ced,251,61
51315744045,ebe,5,271
51315757432,bdb,130,64
51315790418,fca,15,21
51315792335,caf,123,251
51315796194,gec,242,241
51315800564,geg,150,149
51315815632,bga,294,211
51315824132,fag,30,132
51315824407,bef,245,219
51315830663,ged,70,152
51315842938,abc,183,190
51315848105,ebd,60,77
51315858878,ebg,155,179
51315955040,eaf,125,262
51315956428,bfb,68,304
51315960885,bde,246,64
51316006518,ffd,81,73
51316010627,cgb,134,62
51316012872,aag,138,161
51316015807,dcg,271,102
51316018342,fef,175,166
51316030634,ggd,24,48
51316036060,afe,126,136
51316044901,def,207,176
51316052105,dfc,216,295
51316058249,egf,229,135
51316063954,efa,295,116
51316082907,afd,238,89
51316109266,gbb,126,106
51316142325,fae,118,97
51316146429,cce,73,235
51316155810,aea,42,275
51316169612,ccb,122,53
51316188317,gba,62,132
51316191349,bbe,64,209
51316208543,gbd,298,82
51316225418,beb,220,9
51316239176,gda,104,227
51316243499,agf,184,147
51316255063,abg,105,126
51316304157,ecf,26,240
51316315525,gaf,9,36
51316327075,caa,138,263
51316337862,dga,7,262
51316352631,cdc,142,301
51316365533,fcc,27,212
51316381986,bcf,157,99
51316393293,afa,36,70
51316424237,agb,43,200
51316440837,eed,77,322
51316443298,bgc,189,37
51316444905,dde,182,365
51316457217,cbb,43,42
51316457293,cgf,30,28
51316499494,caf,30,238
51316502720,fec,66,178
51316541503,cga,12,171
51316545549,fba,221,226
51316551539,aee,186,89
51316579730,efc,121,149
51316585544,dgg,245,169
51316599529,gbe,274,21
51316610506,cad,11,216
51316628622,eae,135,298
51316660172,fgd,183,236
51316672038,fgg,84,67
51316695446,ace,104,227
51316726297,ead,17,234
51316727867,adc,288,29
51316730093,dec,222,66
51316773969,cbe,15,276
51316782327,dfa,281,166
51316788151,def,100,186
51316810695,afc,174,52
51316829174,dff,155,190
51316842431,gec,169,274
51316853157,fcc,14,186
51316857015,eff,184,151
51316869754,dfe,273,54
51316877250,gfe,108,342
51316906628,bea,159,39
51316945599,agd,76,32
51316947898,bea,103,44
51316972069,aca,292,157
51317044840,bce,177,73
51317048102,cbb,74,42
51317049953,cca,114,115
51317056616,ceg,49,188
51317073064,bge,142,146
51317075361,ccb,127,49
51317075494,dfg,269,117
51317090181,fgc,15,49
51317125165,cbb,271,42
51317125367,dcd,34,27
51317151922,eef,258,147
51317171780,gbf,25,11
51317181063,fca,146,18
51317182125,bbf,159,97
51317231150,bac,108,89
51317239706,cgf,170,31
51317243845,ecc,27,86
51317302825,fbb,259,200
51317304212,cac,25,208
51317321982,aac,242,158
51317328899,eac,157,91
51317330849,aca,278,157
51317331699,fbb,183,231
51317342545,bad,194,89
51317355282,cfe,176,182
51317356948,bfg,251,95
51317383070,cgc,68,139
51317452218,eaf,6,220
51317475303,gfa,263,118
51317493528,cfa,92,54
51317504606,dad,39,45
51317506269,fbc,114,81
51317511401,efc,119,120
51317519196,cdf,64,283
51317531142,bfc,297,251
51317532896,fdg,67,124
51317556907,add,113,24
51317572559,gcb,94,274
51317638097,bac,189,95
51317653438,ffa,169,274
51317693885,fce,148,93
51317694570,dbf,177,284
51317719284,gfc,90,85
51317720952,fac,109,284
51317741439,gfg,151,102
51317743281,acb,216,264
51317760905,gge,75,15
51317816184,ccc,86,75
51317816703,cea,204,140
51317835378,bag,179,195
51317853566,efb,165,18
51317863314,bea,8,51
51317868078,gdg,164,262
51317885466,cgb,253,66
51317891862,ced,177,72
51317916873,edb,244,16
51317940150,cef,181,27
51317940468,gdf,8,287
51317952025,dee,247,221
51317980854,ffg,189,182
51318002207,dbd,279,141
51318007935,eec,70,491
51318028922,gad,213,173
51318032013,fdf,113,24
51318032377,aef,121,225
51318041172,abc,122,161
51318043645,bfe,268,127
51318046956,bed,31,143
51318070569,ggc,296,129
51318104407,fdf,91,26
51318116870,ffc,224,108
51318127988,afc,149,42
51318130738,cec,208,206
51318160218,fed,155,232
51318167173,gdf,150,264
51318168285,dab,121,139
51318194561,abc,92,128
51318197367,bcc,95,56
51318231174,fbb,281,233
51318246593,bgb,265,189
51318260113,eda,263,37
51318280073,fbe,7,138
51318311249,eag,75,18
51318313000,egb,237,137
